numero_dpe;nom_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;secteur_activite;annee_construction;surface_habitable;tv016_departement_id;commune;nom_rue;numero_rue;batiment;escalier;etage;porte;code_postal;numero_lot;etat_avancement;organisme_certificateur;adresse_organisme_certificateur;longitude;latitude;geo_adresse;tr013_type_erp_type;tv017_zone_hiver_code
1377V8000004O;Méthode Facture;18/06/2013;463;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;62.70;77;Melun;30, rue René Pouteau / 19, rue Guy Baudoin;;;"Etage RDC; Local commercial (Salon de coiffur";;;77000;;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1377V8000005P;Méthode Facture;18/06/2013;711;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;29.89;77;Melun;30, rue René Pouteau / 19, rue Guy Baudoin;;;"Etage RDC; Local commercial (Vente de vêtemen";;;77000;;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1391V4000045L;FACTURE - DPE;19/06/2013;545.2;F;17.75;C;bureaux;1948;127.85;91;SAINT CHERON;17/19, rue Charles de Gaulle;;;;;;91530;;1;SQI  SOCOTEC;3, Avenue du Centre - Guyancourt - 78182 ST QUENTIN EN YVELINES Cedex;2.123991;48.553559;19 Rue Charles de Gaulle 91530 Saint-Chéron;;H1
1377V4000026O;FACTURE - DPE;21/06/2013;601.1;F;19.57;C;bureaux;1977;66.00;77;VAIRES SUR MARNE;52 AVENUE JEAN JAURES;;;;;;77360;;1;BUREAU VERITAS CERTIFICATION FRANCE;60  AVENUE DU GENERAL DE GAULLE 92046 PARIS LA DEFENSE;2.636114;48.872366;52 Avenue Jean Jaurès 77360 Vaires-sur-Marne;;H1
1391V8000009P;3CL - DPE;21/06/2013;786.34;G;25.6;C;Industrie;2000;0.00;91;FONTENAY-LÈS-BRIIS;Chemin  de Bligny;11;\N;\N;\N;\N;91640;Non communiqué;1;I-CERT;;2.151598;48.628784;Plaine de Bligny 91640 Briis-sous-Forges;;H1
1392XX000001X;3CL - DPE;20/06/2013;558.55;G;18.19;C;Commerce;2005;0.00;92;ANTONY;de la Division Leclerc;68;;;;;92160;;1;GINGER CATED;12 avenue Gay Lussac 78990 ELANCOURT;2.303977;48.749183;68 Avenue de la Division Leclerc 92160 Antony;W : Administrations, banques, bureaux;H1
1375V8000043P;FACTURE;24/06/2013;413.03;F;13.44;C;\N;1750;64.90;75;PARIS;24 rue au Maire;\N;\N;\N;\N;\N;75003;1;1;Afnor;11 rue Francis de Pressensé 93571;2.356028;48.864721;24 Rue au Maire 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000044Q;FACTURE;24/06/2013;1317.24;G;42.88;D;\N;1900;121.04;75;PARIS;53 rue Notre Dame de Nazareth;\N;\N;\N;\N;\N;75003;28-48-120;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis;2.356636;48.867638;53 Rue Notre-Dame de Nazareth 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1377V3000009O;3CL - DPE;24/06/2013;592.08;F;19.28;C;Commerce;2009;0.00;77;MAGNY-LE-HONGRE;10 RUE CAMPANULES;10;Sans objet;Sans objet;Rez de chaussée;Sans objet;77700;NC;1;Icert;rue de la Terre Victoria - Parc EDONIA - Bât. G 35760 SAINT-GRÉGOIRE;2.829457;48.856792;10 Rue des Canis 77700 Bailly-Romainvilliers;N : Restaurants et débits de boisson;H1
1375V8000048U;Méthode Facture;15/05/2013;419;F;57;E;Autres (théâtres, salles de sport, restaurati;1947;346.50;75;PARIS;2 avenue Hoche;;;Esc. B, rez-de-chaussée;;;75008;420;1;SGS Certification;29 Avenue Aristide Briand 94111 ARCUEIL (détail sur www.cofrac.fr programme n°4-4-11);2.444598;48.906928;2 Avenue Paul Eluard 93000 Bobigny;;H1
1395V8000013O;Méthode Facture;19/06/2013;1097;G;122;G;Autres (théâtres, salles de sport, restaurati;1947;451.00;95;LUZARCHES;13 rue Charles de Gaulle;;;BOULANGERIE  (Appt. F4);;;95270;;1;ABCIDIA CERTIFICATION;4 route de la Noue 91190 GIF SUR YVETTE (détail sur www.cofrac.fr programme n°4-4-11);6.9342932;47.5478049;Rue Charles de Gaulle (Pont) Morvillars;;H1
1392V7000004K;Méthode Facture;25/06/2013;417;F;52;E;Autres (théâtres, salles de sport, restaurati;1947;38.09;92;RUEIL-MALMAISON;126 RUE FILLETTE NICOLAS PHILIBERT;;;;;;92500;Non communiqué;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1375V8000054R;FACTURE - DPE;14/06/2013;542.96;G;17.68;C;Commerce;1948;\N;75;PARIS;13 RUE DU 4 SEPTEMBRE  75002 PARIS;;;;;;75002;;1;CPDI 2307;35760 Saint-Grégoire;;;;;H1
1375V8000055S;Méthode Facture;26/06/2013;1998;G;65;E;Autres (théâtres, salles de sport, restaurati;1;690.80;75;PARIS;8 RUE NOTRE DAME DE LORETTE;;;;;;75009;;1;;;2.338673;48.8781706;École Notre-Dame de Lorette Paris;;H1
1378V7000006Q;3CL - DPE;26/06/2013;688;G;22;C;Commerce;1974;0.00;78;MAISONS-LAFFITTE;de Paris;68;\N;\N;Rez-de-chaussee;\N;78600;1;1;BUREAU VERITAS;60 AVENUE DU GENERAL DE GAULLE 92046 PARIS LA DEFENSE;2.148205;48.947604;68 Rue de Paris 78600 Maisons-Laffitte;;H1
1375V4000224M;Méthode Facture;25/06/2013;1252;G;40;D;Bureau, Administration, Enseignement;1;858.00;75;PARIS;15/17 rue Vulpian;;;;;;75013;;1;Bureau Veritas Certification - 60 avenue du Général de Gaulle - 92046 Paris La Défense;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.417859;48.93245;17 Rue Carnot 93350 Le Bourget;;H1
1391V8000014L;FACTURE;27/06/2013;450.63;F;14.67;C;\N;1983;60.40;91;BREUILLET;6, rue de la Mare;\N;\N;\N;\N;\N;91650;1;1;SGS-ICS;29, avenue Aristide Briand - 94211 ARCUEIL Cedex;2.176743;48.571153;6 Rue de la Mare 91650 Breuillet;M : Magasins de vente, centres commerciaux;H1
1375V7000013L;FACTURE;27/06/2013;674.97;G;18.87;C;\N;1920;145.20;75;PARIS;5 PASSAGE DU CHANTIER;\N;\N;\N;\N;\N;75012;;1;BUREAU VERITAS;n/c;2.373328;48.851365;5 Passage du Chantier 75012 Paris;;H1
1375V8000057U;FACTURE;27/06/2013;523.63;G;17.04;C;\N;1800;47.30;75;PARIS;74 rue des Gravilliers;\N;\N;\N;\N;\N;75003;1 et10;1;Afnor;11 rue Francis de Pressensé 93571;2.354548;48.864489;74 Rue des Gravilliers 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000058V;FACTURE;27/06/2013;1292.11;G;42.06;D;\N;1750;22.00;75;PARIS;30/32 rue du Bourg Tibourg;\N;\N;\N;\N;\N;75004;2;1;Afnor;11 rue Francis de Pressensé 93571;2.356607;48.85781;32 Rue du Bourg Tibourg 75004 Paris;M : Magasins de vente, centres commerciaux;H1
1391V8000016N;FACTURE;27/06/2013;450.63;F;14.67;C;\N;1983;60.40;91;BREUILLET;6, rue de la Mare;\N;\N;\N;\N;\N;91650;1;1;SGS-ICS;29, avenue Aristide Briand - 94211 ARCUEIL Cedex;2.176743;48.571153;6 Rue de la Mare 91650 Breuillet;M : Magasins de vente, centres commerciaux;H1
1375V8000059W;FACTURE;27/06/2013;440.75;F;14.35;C;\N;1900;45.98;75;PARIS;36 rue Notre Dame de Nazareth;\N;\N;\N;\N;\N;75003;2;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis;2.358999;48.867411;36 Rue Notre-Dame de Nazareth 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000060O;Méthode Facture;19/06/2013;1237;G;40;D;Autres (théâtres, salles de sport, restaurati;1947;77.00;75;PARIS;51 RUE MONTORGUEIL;;;RDC;;;75002;;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.288009;48.757184;51 Rue des Mimosas 92160 Antony;M : Magasins de vente, centres commerciaux;H1
1378C1000002F;FACTURE - DPE;27/06/2013;531.84;G;17.32;C;;1974;17.27;78;MAISONS-LAFFITTE;16 A VE DU GÉNÉRAL DE GAULLE;;;;;;78600;;1;GInger Cated;12 Ave Gay Lussac, ZAC LA Clef St Pierre  78990  Elancourt;2.142105;48.94501;16 Avenue du Général de Gaulle 78600 Maisons-Laffitte;;H1
1375V4000235O;Méthode Facture;27/06/2013;663;F;21;C;Bureau, Administration, Enseignement;1947;233.20;75;PARIS 8;30 Boulevard Malesherbes;;;RDC;;;75008;;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.447604;48.906447;Boulevard Maurice Thorez 93000 Bobigny;;H1
1375XX000012A;3CL - DPE;26/06/2013;784.14;G;25.53;C;Commerce;1890;0.00;75;PARIS;Ledru Rollin;91;;;4ème;;75011;;1;GINGER CATED;12 avenue Gay Lussac 78990 ELANCOURT;2.376189;48.851687;91 Avenue Ledru-Rollin 75011 Paris;W : Administrations, banques, bureaux;H1
1375V3000023I;3CL - DPE;28/06/2013;1017;G;33;D;Commerce;1974;0.00;75;PARIS;d Assas,;16;\N;\N;Rez de chaussee;\N;75006;\N;1;DEKRA CERTIFICATION DE PERSONNES S.A.S.;ADRESSE ORGANISME CERTIFICATEUR;2.3285;48.849156;16 Rue d'Assas 75006 Paris;;H1
1393V4000061L;FACTURE - DPE;25/06/2013;554.2;F;18.04;C;bureaux;1974;\N;93;NOISY-LE-SEC;de la République;12;;;;;93130;;1;Bureau contrôle certification;16 rue Eugêne Delacroix  67200 STRASBOURG;2.461533;48.89554;12 Boulevard de la République 93130 Noisy-le-Sec;;H1
1375V8000061P;FACTURE - DPE;28/06/2013;594.62;G;19.36;C;Commerce;1948;41.00;75;PARIS;rue de l'annonciation;21;;;;;75016;;1;BUREAU VERITAS CERTIFICATION;LA DEFENSE;2.279487;48.856497;21 Rue de l'Annonciation 75016 Paris;;H1
1375V4000247R;FACTURE;28/06/2013;722.72;F;46.99;D;\N;1970;255.42;75;PARIS;24 rue Royale;\N;\N;\N;\N;\N;75008;4005;1;GINGER CATED;12 av Gay Lussac ZAC La Clef St Pierre 78990 ELANCOURT;2.323968;48.868891;24 Rue Royale 75008 Paris;;H1
1375V7000016O;FACTURE SEULE;25/06/2013;464.89;F;108.78;G;\N;1948;254.00;75;PARIS 04;du Palais;3,;\N;\N;\N;\N;75004;\N;1;Bureau veritas Certification;60, avenue du Général de Gaulle;2.267778;48.909731;3 Rue du Bourbonnais 92600 Asnières-sur-Seine;;H1
1375V8000062Q;FACTURE;28/06/2013;411.03;F;13.38;C;\N;1920;50.22;75;PARIS;179 rue Saint Denis;\N;\N;\N;\N;\N;75002;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.350447;48.865586;179 Rue Saint-Denis 75002 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000063R;Méthode Facture;29/06/2013;1311;G;158;G;Autres (théâtres, salles de sport, restaurati;1947;143.00;75;PARIS;5 RUE FOREST;;;;;;75018;Non communiqué(s);1;10-42 DELIVRE PAR ABCIDIA;4 route de la Noue 91190 GIF SUR YVETTE (détail sur www.cofrac.fr programme n°4-4-11);2.416391;48.823946;5 Rue des Ormes 94220 Charenton-le-Pont;;H1
1375XX000014C;3CL - DPE;29/06/2013;642.68;G;150.39;G;Commerce;1947;0.00;75;PARIS - 20EME;du Borrégo;3;;;RDC;;75020;NC;1;ABCIDIA CERTIFICATION;4 route de la Noue 91190 GIF SUR YVETTE;2.39823;48.872502;3 Rue du Borrégo 75020 Paris;;H1
1375V7000017P;Méthode Facture;29/06/2013;505;F;16;C;Autres (théâtres, salles de sport, restaurati;1947;40.60;75;PARIS;27 Rue Louis Braille;;;RDC;;;75012;6 cave lot : 34;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.241587;48.84426;27 Rue des Tilleuls 92100 Boulogne-Billancourt;;H1
1378P2000001A;FACTURE - DPE;27/06/2013;863.69;G;28.12;C;;1977;100.10;78;LE VESINET;53/55 AVENUE DES PAGES;;;;;;78110;;1;GINGERCATED;78990 ELANCOURT;;;;;H1
1378V4000059V;FACTURE;01/07/2013;565.55;F;18.41;C;\N;1956;87.01;78;MAISONS-LAFFITTE;58 Avenue du Général de Gaulle;\N;\N;\N;\N;\N;78600;;1;I.Cert;116 bis, rue Eugène Pottier  35000 RENNES;2.125203;48.935067;Rue du Général Leclerc 78600 Le Mesnil-le-Roi;M : Magasins de vente, centres commerciaux;H1
1392V8000025O;FACTURE;01/07/2013;632.81;G;64.1;E;\N;1850;209.00;92;MEUDON;24 rue Marcel Allegot;\N;\N;\N;\N;\N;92190;;1;I.Cert;parc EDONIA - bâtiment G - rue de la terre Victoria - 35 760 Saint Grégoire;2.228576;48.820406;24 Rue Marcel Allégot 92190 Meudon;M : Magasins de vente, centres commerciaux;H1
1375V8000064S;FACTURE;01/07/2013;382.34;F;12.44;C;\N;1880;80.30;75;PARIS;47 rue Notre Dame de Nazareth;\N;\N;\N;\N;\N;75003;1;1;Afnor;11 rue Francis de Pressensé 93571;2.357097;48.867569;47 Rue Notre-Dame de Nazareth 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000065T;Méthode Facture;01/07/2013;3184;G;103;G;Autres (théâtres, salles de sport, restaurati;1947;242.00;75;PARIS;4 BOULEVARD RICHARD LENOI;;;RDC;;;75011;18;1;véritas 60 avenue du général leclerc 92046 PARIS LA DEFENSE;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;N : Restaurants et débits de boisson;H1
1377V8000010L;Méthode Facture;01/07/2013;509;F;36;D;Autres (théâtres, salles de sport, restaurati;1947;110.00;77;SAINT-GERMAIN-SUR-MORIN;Représenté par Mr XIA 8 rue de Paris;;;;;;77860;Non communiqué;1;BUREAU VERITAS 60, avenue du Général De Gaulle 92046 Paris La Défense;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1378V8000005Q;FACTURE - DPE;25/07/2013;1982.51;G;64.55;E;Boulangerie;1948;154.00;78;NEAUPHLE-LE-CHATEAU;20, place du Marche;;;;;;78640;;1;Icert;Parc Edonia - Bât G Rue de la Terre Victoria 35760 SAINT GREGOIRE;1.899856;48.813612;20 Place du Marche 78640 Neauphle-le-Château;;H1
1375V8000067V;FACTURE;02/07/2013;640.01;G;20.83;C;\N;1900;34.27;75;PARIS;20 rue du Vertbois;\N;\N;\N;\N;\N;75003;1;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis;2.358949;48.866858;20 Rue du Vertbois 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1375V8000068W;FACTURE;02/07/2013;2315.28;G;134.11;G;\N;1925;1085.73;75;PARIS;30 place de la Madeleine;\N;\N;\N;\N;\N;75008;5001-5002-5003-9001-9002-9003;1;GINGER CATED;12 av Gay Lussac ZAC La Clef St Pierre 78990 ELANCOURT;2.32555;48.870797;30 Place de la Madeleine 75008 Paris;M : Magasins de vente, centres commerciaux;H1
1393V8000015O;Méthode Facture;02/07/2013;486;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;132.40;93;Aubervilliers;17, avenue de la République;;;rdc rue - gauche;;;93300;nc;1;Abcidia certification;4 route de la Noue 91190 GIF SUR YVETTE (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1375V7000020J;3CL - DPE;17/06/2013;479.75;F;112.01;G;Commerce;1880;0.00;75;PARIS;de Rennes;127;;;RDC;;75006;;1;GINGER CATED;12 avenue Gay Lussac 78990 ELANCOURT;2.326853;48.846731;127 Rue de Rennes 75006 Paris;N : Restaurants et débits de boisson;H1
1375V6000006M;FACTURE;03/07/2013;1574.92;G;51.27;C;\N;1900;131.05;75;PARIS;71 rue des Archives;\N;\N;\N;\N;\N;75003;1 et 2;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.359872;48.862742;71 Rue des Archives 75003 Paris;M : Magasins de vente, centres commerciaux;H1
1392V4000198V;Méthode Facture;01/07/2013;617;F;45;D;Bureau, Administration, Enseignement;1;2100.56;92;NEUILLY-SUR-SEINE;5/7, Rue Beffroy;;;;;;92200;Non communiqué;1;AFNOR Compétences;11 avenue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;W : Administrations, banques, bureaux;H1
1392XX000002Y;3CL - DPE;04/07/2013;682.13;G;22.21;C;Habitation (Parties privatives d'immeuble col;2000;0.00;92;CHÂTILLON;Saint Exupéry;8;;;RDC;;92320;1;1;BUREAU VERITAS CERTIFICATION;60 avenue du General de Gaulle 92046 Paris La defense;2.298422;48.808682;8 Avenue Saint-exupéry 92320 Châtillon;W : Administrations, banques, bureaux;H1
1391V8000021J;FACTURE - DPE;25/06/2013;438.34;F;14.27;C;Restaurant;1974;\N;91;MASSY;42, Place de France;;;;;;91300;;1;SQI  SOCOTEC;3, Avenue du Centre - Guyancourt - 78182 ST QUENTIN EN YVELINES Cedex;2.287786;48.732322;42 Place de France 91300 Massy;;H1
1392C2000003D;Méthode Facture;05/07/2013;360;F;11;B;Centres Commerciaux;1;1320.00;92;GENNEVILLIERS;7 allée des Barbanniers;;;;;;92230;Non communiqué;1;AFNOR Certification;11 avenue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1391C2000005E;FACTURE - DPE;05/07/2013;1101.64;G;35.87;D;;1988;220.00;91;BRETIGNY-SUR-ORGE;12, rue du Poitou;;;;;;91220;;1;ABCIDIA;4, route de  la Noue Gif-sur-Yvette;2.299299;48.588185;12 Rue du Poitou 91220 Brétigny-sur-Orge;;H1
1391C1000001@;FACTURE - DPE;05/07/2013;734.42;G;23.91;C;;1988;330.00;91;BRETIGNY-SUR-ORGE;12, rue du Poitou;;;;;;91220;;1;ABCIDIA;4, route de  la Noue Gif-sur-Yvette;2.299299;48.588185;12 Rue du Poitou 91220 Brétigny-sur-Orge;;H1
1392V8000027Q;Méthode Facture;04/07/2013;617;G;20;C;Autres (théâtres, salles de sport, restaurati;1;110.00;92;SCEAUX;5/7 Avenue des QUATRE CHEMINS;;;LOCAL COMMERCIAL - RDC;;;92300;;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1377V7000003M;Méthode Facture;05/07/2013;844;G;27;D;Autres (théâtres, salles de sport, restaurati;1947;22.00;77;VILLEPARISIS;115. avenue Eugène Varlin;;;;;;77270;Non communiqué;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1391V4000066O;FACTURE - DPE;05/07/2013;1137.97;G;37.05;D;bureaux;1948;\N;91;PALAISEAU;de la Gare;10;;;;;91120;;1;Bureau Veritas Certification;60, avenue du Général de Gaulle 92046 Paris La Défense;2.247358;48.717621;10 Rue de la Gare 91120 Palaiseau;;H1
1375V8000073S;3CL - DPE;05/07/2013;388.65;F;12.65;C;Commerce;1900;0.00;75;PARIS - 12EME;Traversière;24;;;RDC;;75012;;1;ABCIDIA CERTIFICATION;4, route de la Noue 91190 GIF-SUR-YVETTE;2.37269;48.847058;24 Rue Traversière 75012 Paris;N : Restaurants et débits de boisson;H1
1375V8000074T;Méthode Facture;05/07/2013;872;G;28;D;Autres (théâtres, salles de sport, restaurati;1947;55.00;75;PARIS 16;26, rue des Belles;;;Rez-de-chaussée sur rue;;;75016;Non communiqué;1;BUREAU VERITAS CERTIFICATION;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.330287;48.792396;Rue de la Belle Image 94230 Cachan;;H1
1377V3000014K;FACTURE SEULE;05/07/2013;614.65;F;20.01;C;\N;1987;299.43;77;NOISIEL;des Roches;42;\N;\N;\N;\N;77186;\N;1;SGS;29 avenue Aristide Briand;2.615159;48.8441;42 Cours des Roches 77186 Noisiel;;H1
1377V7000005O;FACTURE SEULE;03/07/2013;579.14;G;43.12;D;\N;1969;700.00;77;0 CESSON;Charles Monnier;22;\N;\N;\N;\N;77 24;\N;1;BUREAU VERITAS Certification;60 Avenue du Général de Gaulle;2.605016;48.56287;22 Avenue Charles Monier 77240 Cesson;;H1
1378XX000002C;3CL - DPE;05/07/2013;2330.8;G;75.89;E;Bureaux;2000;0.00;78;BOIS-D'ARCY;Georges Méliès;1;\N;\N;Rez de chaussée;\N;78390;NC;1;GINGER CATED;;2.010559;48.800824;1 Rue Georges Méliès 78390 Bois-d'Arcy;W : Administrations, banques, bureaux;H1
1375V8000080Q;Méthode Facture;28/06/2013;853;G;27;D;Autres (théâtres, salles de sport, restaurati;1947;1438.80;75;PARIS;34 boulevard Saint-Michel et 5 rue Racine;;;Etage RDC;;;75006;;1;Bureau Veritas Certification - 60 avenue du Général de Gaulle - 92046 Paris La Défense;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);2.415947;48.857335;Rue Edouard Vaillant 93170 Bagnolet;;H1
1375V2002024K;factures;09/07/2013;1484.07;G;48.32;E;;1900;\N;75;PARIS;1 rue de l'Amiral Roussin;;;;;;75015;;1;ABCIDIA certification;4 route de la Noue 91190 GIF-SUR-YVETTE;2.29889;48.845901;1 Rue de l'Amiral Roussin 75015 Paris;;H1
1391V8000024M;3CL - DPE;06/07/2013;726.07;G;50.05;E;Commerce;1986;0.00;91;MONTLHÉRY;de la ville du bois;13;\N;\N;\N;\N;91310;NC;1;AFNOR Certfication 11, Ave Francis DE PRESSENSE 93571 LA PLAINE ST DENIS Cedex;;2.275274;48.618658;Chemin de la Boissière 91310 Leuville-sur-Orge;N : Restaurants et débits de boisson;H1
1392V8000028R;Méthode Facture;09/07/2013;1345;G;43;D;Autres (théâtres, salles de sport, restaurati;1947;20.90;92;BOULOGNE-BILLANCOURT;98 Rue GALLIENI;;;Etage RDC;;;92100;4;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1392V8000029S;Méthode Facture;09/07/2013;1345;G;43;D;Autres (théâtres, salles de sport, restaurati;1947;20.90;92;BOULOGNE-BILLANCOURT;98 Rue GALLIENI;;;Etage RDC;;;92100;4;1;BUREAU VERITAS;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1394V8000014O;FACTURE - DPE;04/07/2013;1772.62;G;57.71;E;Restaurant;1948;\N;94;MAISONS-ALFORT;54 AV GEORGES CLEMENCEAU;;;;;;94700;;1;DEKRA;5 AV GARLANDE 92220  BAGNEUX;2.443582;48.809649;54 Avenue Georges Clémenceau 94700 Maisons-Alfort;;H1
1378V4000076U;Méthode Facture;09/07/2013;736;F;23;C;Bureau, Administration, Enseignement;1947;214.12;78;VERSAILLES;57 bis rue de la paroisse;;;;;;78000;Non communiqué;1;CATED;;;;;;H1
1378V8000009U;3CL - DPE;09/07/2013;546.4;G;43.78;D;Commerce;1930;0.00;78;Poissy;Général de Gaulle;100;\N;\N;Rez de chaussée;\N;78300;NC;1;GINGER CATED;;2.042999;48.929084;100 Rue du Général de Gaulle 78300 Poissy;M : Magasins de vente, centres commerciaux;H1
1375V7000030K;FACTURE SEULE;10/07/2013;1963.51;G;77.33;F;\N;2008;1260.00;75;FONTENAY-SOUS-BOIS;DALAYRAC;90-94;\N;\N;\N;\N;94120;\N;1;I.Cert;Rue de la Terre Victoria;2.335201;48.867798;Rue Dalayrac 75002 Paris;;H1
1377V7000006P;FACTURE SEULE;10/07/2013;758.39;G;24.69;C;\N;1999;42.00;77;0 VAUX LE PENIL;du Ru de Vaux;2;\N;\N;\N;\N;77 00;\N;1;BUREAU VERITAS Certification;60 Avenue du Général de Gaulle;2.681888;48.525516;2 Rue du Ru de Vaux 77000 Vaux-le-Pénil;;H1
1375V8000083T;Méthode Facture;10/07/2013;437;F;14;C;Autres (théâtres, salles de sport, restaurati;1947;35.38;75;PARIS;30 RUE SAINT SAUVEUR;;;;;;75002;18;1;N°869 PAR GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT (détail sur www.cofrac.fr programme n°4-4-11);2.279455;48.757985;Rue Saint Gervais 92160 Antony;;H1
1391V3000014G;FACTURE - DPE;10/07/2013;1115.93;G;174.72;G;restaurant asiatique;1974;\N;91;ATHIS-MONS;152 AVENUE FRANCOIS MITTERAND;;;;;;91200;;1;Ginger Cated;12 Avenue Gay Lussac 78990  Elancourt;2.371593;48.7082;152 Avenue Francois Mitterrand 91200 Athis-Mons;;H1
1395V7000010K;Méthode Facture;11/07/2013;729;G;23;C;Autres (théâtres, salles de sport, restaurati;1;61.97;95;MONTIGNY LES CORMEILLES;PLACE EUGENE DELACROIX;;;;;;95370;10;1;C0254 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1395V7000011L;Méthode Facture;11/07/2013;572;G;18;C;Autres (théâtres, salles de sport, restaurati;1;179.11;95;MONTIGNY LES CORMEILLES;PLACE EUGENE DELACROIX;;;;;;95370;8 ET 9;1;C0254 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1375V8000087X;Méthode Facture;11/07/2013;1040;G;33;D;Autres (théâtres, salles de sport, restaurati;1;267.89;75;PARIS;17, avenue d'Italie;;;Etage RDC;;;75013;1008, 1013, 1034, 293, 294;1;SGS;29 Avenue Aristide Briand 94111 ARCUEIL (détail sur www.cofrac.fr programme n°4-4-11);2.421278;48.935535;17 Avenue Baudoin 93350 Le Bourget;;H1
1375V7000033N;FACTURE;11/07/2013;536.95;G;15.34;C;\N;1920;66.00;75;PARIS;9 bis rue Georges Berger;\N;\N;\N;\N;\N;75017;;1;BUREAU VERITAS;n/c;2.310344;48.881334;9b Rue Georges Berger 75017 Paris;;H1
1395V7000012M;Méthode Facture;11/07/2013;545;G;17;C;Autres (théâtres, salles de sport, restaurati;1;177.10;95;MONTIGNY LES CORMEILLES;PLACE EUGENE DELACROIX;;;;;;95370;5 ET 6;1;C0254 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
1395V7000013N;Méthode Facture;11/07/2013;606;G;19;C;Autres (théâtres, salles de sport, restaurati;1;140.80;95;MONTIGNY LES CORMEILLES;PLACE EUGENE DELACROIX;;;;;;95370;3 ET 4;1;C0254 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);;;;;H1
